Buddhist monk's robe	jia-; sha-
watch	bia\/o; cha/ka\n; gua-nka\n; si\; gua-n; gua-ncha/; bia\/o; ka-n
what is actually happening	shi/kua\ng
wield	hui-; to wield: wu\/; <power, etc. zhi/zha\/ng
wives of brothers	zho/u
write a play	bia-nju\
AIDS virus	a\izi-bi\ngbi\ngdu/
Central America	zho-ngme\/izho-u
Get out of the way!	zo\/uka-i
Mexico	mo\xi-ge-
Spain	xi-ba-nya/
about	yue-mo; zuo\/yo\u; ba-nno\ng; da\yue-
acting	<temporarily filling a position da\ili\/
again	cho/ngxi-n; fu\; za\i; za\iyi-ci\; za\ici\; yo\u; cho/ng
allocate funds	bo-kua\/n
angle	jia\/o; jia\/odu\
application programming interface	yi\ngyo\ngche/ngshi\jie\mia\n
article	we/nzha-ng; be\/nwe/n; ba\oda\o
at every step	bu\bu\
award money	jia\/ngji-n
bark	<of animals xia-o; to bark: fe\i
be contrary to	we/ibe\i
be of some help	bu\wu/xia\/obu\/
bear	pi/; be-ifu\; re\/nsho\u; xio/ng; to bear: che/ng; che/ngsho\u; she-ngyu\; sho\u; <fruit jie-
best	zui\ha\/o
blazing sun	jia-oya/ng
borneol	bi-ngpia\n
breathe	hu-xi-; to breathe: xi-
bullion	ji-nyi/nkua\i
call	che-nghu; ha\/n; to call: che-ng; hu-; hua\n
cards	pa/i
ceaselessly	bu\xiu-
cheaply-priced	lia/njia\
cities and towns	che/ngzhe\n
cloth and silk	bu\bo/
come to an end	qi-ma\/n
compile and print	bia-nyi\n
confusion	cha\n; hu\nlua\n; mi/lua\n
contradict	bo/
could happen at any moment	yi-chu\ji/fa-
criminal charge	zui\mi/ng; zhi\/ko\ng
customary	xi/gua\nxi\ng
day of commemoration	ji\nia\nri\
deficit	kui-su\/n; kui-
despair	cha\ng; to despair: ta\
dignify	shi\/ga-ogui\
dismiss	chu\; bi\nchi\; bi\/ngchu/; ba\; to dismiss: jie\/gu\
doctrine	jia\oyi\
drill	ca-olia\n; xu\nlia\n; to drill: ca-o
ears without rim	da-n
eldest of brothers	bo/
encompass	zho-uwe/i
equation	fa-ngche/ngshi\
exalted	ti\
express thanks	da\oxie\
fame	she-ngyu/
feel wronged	ba\oqu-
filter paper	luzhi\/
fitting	di\/ngshi\; da\ng
fodder	ca\/olia\o
forest	se-n; se-nli/n; li/n
freezing point	bi-ngdia\/n
gallant	yi-ngyo\/ng
get caught up in	xia\nru\
glider	hua/xia/ngji-
good-looking	ha\/oka\n
greeter	zha-oda\iyua/n
hairy	ma/oro\/ngro\/ng
haughty	jia-oji-n; a\oa\n; a\oma\n
heavily-guarded	jie\be\ise-nya/n
high-ranking military officer	jia\ngli\/ng
honorable	gua-ngca\/i; <designation go-ng
hundred percent	ba\/ife-nzhi-ba\/i
imitation	mo/ni\/
in former years	wa\/ngnia/n
incomplete	ba\n
information management	xi\nxi/gua\/nli\/
intellect	zhi\li\
invigorating	shua\/ng
jest	hu\n
keys of authority	qua/nya\o
land tax	zu-shui\
lay	a-nfa\ng; <an egg cha\/nlua\/n
let	ti\ng; to let: ra\ng
line up	pa/i; to line up: pa/idui\; lie\
lone	gu-; gu-da-n
low level computer language	di-ji/yu\/ya/n; di-jie-yu\/ya/n
maintain one's composure	bu\do\ngshe-se\
make-up examination	bu\/ka\/o
martingale	ya\/ng; ji\n
melancholy	cho/uxu\; me\n; me\n
military depot	bi-ngzha\n
model	dia\/nfa\n; xi/ng; ba\/ngya\ng; bia\/oshua\i; fa\n; ka\/i; mo/
motion	do\ngyi\; do\ngli\; do\ngzuo\; yi\a\n; <to be debated ti/a\n
musical pipe with 3 reeds	la\i
neck-ornament	luo\
nickname	wa\iha\o; hu\n
not applicable	bu\shi\yo\ng
not to the point	bu\zhuo/bia-nji\
oblique tone	ze\
old ways	<pejorative la\/ota\o
open-work silk	qi\/
other shore	bi\/a\n
owing to	yo/uyu/; yi-nwe/i; yo/uyu/; yo/uyu/; che/ng
part study	ba\ngo-ngba\ndu/
peacefully	a-nra/n
perplexity	ku\nhuo\
pilfer	to-u
pleasantly cool	lia/ngkuai
popular	liu/xi/ng; sho\uhua-nyi/ng; ho/ng; mi/njia-n; pu\/; pu\/ji/
predict	yu\bu\/; yu\ce\; yu\ji\
priority	yo-uxia-n
prosper	bi\yo\u; bo/fa-; to prosper: wa\ng; xi-ngwa\ng
purification ceremony	xi\
rabbit	tu\
razor clam	che-ng
red lotus	ho/nglia/n
relieve oneself	bia\n
research	<scientific ke-ya/n; ya/njiu-; ya/n; to research: cha/
revoke	sho-uhui/
rod	gu\nzi
runner	pa\/obu\zhe\/
saving	jie/she\/ng
sculpture	dia-oke\pi\/n
selfishness	zi\si-
set up a home	a-njia-
shingle	mu\wa\/
sick personnel	bi\ngha\o; bi\ngyua/n
sixty	liu\shi/
small plot of farm land	qi/
solely	gua-ngshi\
spark	huo\/hua-; chu\fa-
spoken language	yu\/ya/n; ko\/uyu\/
standards body	bia-ozhu\/nzu\/zhi-
step upon	ca\/i
stream which returns after branching	si\
subtitle	xia\/obia-oti/
support on palm	tuo\
synchronous	to/ngbu\
tale	gu\shi\
telephone conference call	dia\nhua\hui\yi\
the three no's	<an example of an abbreviated slogan or catchphrase sa-nbu\
thread	xia\n; si-; xi\xia\n; lu; to thread: chua-n; <computing yu\nzuo\; <needle re\n; <of a story xia\nsuo\/
to the letter	bu\zhe/bu\ko\u
trade in	fa\n
trend	do\ngxia\ng; qi-ngxia\ng; qu-shi\; zo\/uxia\ng; do\ngta\i; qu-xia\ng; cha/oliu/
turtle-dove	jiu-
understand	lia\/ojie\/; to understand: do\/ng; do\/ngde
unrestrained	cha-ngpi-; ma\n
utterly	bu\ka-n
vestige	he/nji-
vote-getting	de/pia\o
waterway	shui\/lu\
where	na\/er; na\/li; na\/r; ya-n; he/chu\/; he/
will not act	bu\hui\
wooden partition	ba\/nbi\
wrongdoing	du/zhi/
Arab	a-la-bo/
Chinese cream	la\o
Hong Kong	xia-ngga\/ng
NATO	be\/iyue-
Thursday	xi-ngqi-si\
abstraction	cha/n
add into	jia-sha\ng
agree to	<treaty, contract, agreement di\ngli\
alpine	ga-osha-n
annoint	mo\/yo/u
approximate	ga\i; da\ga\i
as luck would have it	bu\qia\/o
athletic shoes	qiu/xie/
backbone network	gu\/ga\nwa\/nglu\
basic rate	<as in ISDN ji-chu\/su\lu
be enchanted	ru\mi/
be pleased	ma\/nyi\
become apparent	bia\/omia\nhua\
bib	we/ido-u
blocking	bi\se\
bottom teeth	xia\chi\/
bright light	ye\; yu\
burly chap	bia-oxi/ngda\ha\n
camp	lu\yi/ng; a-nyi/ng; zhe\nyi/ng
carry a story	ka-nde-ng
centipede	wu/
chemistry	hua\xue/
clamor	hua/; na/o; xia-o; xua-n; xua-n; hua/
coarse	cu-; cu-lie\; <in texture ca-o
commandment	jie\; jie\lu; jie\mi\ng
composition	che/ngfe\n; zuo\we/n; bu\ju/; go\uza\o; jie/go\u
conscientiously	qie\shi/
conversant	a-nlia\n
course	<political lu\xia\n; gui\/; ke\che/ng; lu\che/ng
cross-eyed	do\uya\/n
cut with scissors	jia\/n; jia\/n
dealing with concrete issues	wu\shi/
deliberation	she\/nyi\; shu/si-
detain in custody	ya-
dip	ji\nyi-xia\
disreputable	bu\mi/ngyu\
domination	to\/ngzhi\
drowsy	xia\/ngshui\
eat indiscriminantly	lua\nchi-
electronic mailbox	dia\nzi\/xi\nxia-ng
endorse	za\nche/ng; za\nto/ng; to endorse: yo-nghu\
escape from	hua\n
excessive	guo\duo-; la\n; te\; yi/n; guo\du\; guo\fe\n
extra	e\wa\i; yu/
farewell dinner	jia\n
ferment	fa-jia\o; nia\ng
financial software	ca/iwu\rua\/njia\n
flash	sha\/n; sha\/ngua-ng
folly	chu\/nshi\
former happenings	wa\/ngshi\
frightened	hua/ng; so\/ng; hu/; ko\/ng; bu\
garland	hua-hua/n
get through	to-ngguo\
glow	chi\re\; we\/i; to glow: yi\
governor	<of a US state zho-uzha\/ng
groan	she-n; to groan: she-nyi/n
halogen	lu\/
have an original style	bu\luo\ke-jiu\
help	ba-ngma/ng; bi\zhu\; to help: fu/chi/; yua/n; zhu\; ba-ng; ba-ngzhu\; fu/; jiu\yua/n; xie/
hint	a\nshi\
horned toad	jie\
hush	xu-
impatience	bu/na\ifa/n
in other words	jiu\shi\shuo-
incurable	bu\ke\/jiu\ya\o
inhibit	ya-zhi\; to inhibit: yi\zhi\
intercept	jie/duo/
iron pot	mo/u
journalist	xi-nwe\nji\zhe-; ji\zhe\/
kindred	qi-nshu\/
large boat	fa\/ng
leading	li\/ngda\/o
level road	ta\/ntu/
liquor	jiu\/ji-ngyi\/nlia\o; jiu\/
long-snout dog	xia\/n
luckily	jia\/oxi\ng
make a detour	zhua\/nda\o
man	na/nre/n; na/nzi\/; re/n; fu-; <Cantonese la\/o; <i.e. manly, masculine na/nzi\/ha\n
material	ca/i; ca/ilia\o; lia\o; lia\ozi; bia-njia\/oke-
memories	ji\yi\
miller	mo\fa/ngzhu\/
mold on liquids	bu/
mournful song	a-ige-
mynah	yu\
neither	ye\/bu\; e\rzhe\/
no expression	da-i
not casual	bu\go\/u
notes	ti/jie\/; bi\/ji\
obtuse	chi/du\n
on purpose	gu\yi\
opposition	fa\/ndui\
outargue	bo/da\/o
page number	ye\ma\/
pass	xi/ng; to pass: ji-ngguo\; di\; cha-o; <time guo\
peer	to/ngbe\i; xi\ka\n
personal integrity	ca-osho\/u
pirated copy	da\oba\/n
pluck a string	ta/n
portrait	hua\xia\ng; xia\oxia\ng
prepare for war	be\izha\n
procedures	che/ngxu\
prove	zhe\ngmi/ng; to prove: zhe\ng
put a coffin in grave	bia\/n
radium	le/i
real intention	be\/nyi\
refine	lia\n; lia\n; to refine: ti/lia\n
remit	hui\; hui\ji\; she\mia\/n
resign	ci/zhi/; ci/
rice pot	ze\ng
root of lotus	o\/u
sable	dia-o; he-idia-o
scamper	ji/zo\/u
seasick	yu\nchua/n
semicircle	ba\nyua/n
several hours	ji\/ge\xia\/oshi/
shoot a picture	pa-ishe\
sign	bia-oji\; bia-ozhi\; pa/izi; zhi\; fu/; bia-o; fu/ha\o; ji-xia\ng; <a signature shu\/mi/ng; to sign <a signature>: qia-nzi\; <an agreement qia-nshu\/; <one's name with a pen, etc. qia-nmi/ng
skip	tia\oyue\; <a grade tia\o
smell of urine	sa-o
sometimes	yo\/ushi/; yo\/ushi/hou
special administrative region	te\qu-
spread rapidly	xu\nsu\ma\nya/n
start in a new job	chu-re\n
stifling hot	me-nre\
string together	wa\/n; to string together: chua\n
sudden	ba\oho/ng; ba\o; tu-ra/n; <ly zo\u
surname	che/n; xi\ng
tackle	dia\oyu/yo\ngju\
tank	<armored vehicle ta\/nke\che-; <military vehicle ta\/nke\
temperature	<body ti\/we-n; we-ndu\
there is no need to	<do smth me/iyo\/ubi\ya\o
throughout one's life	yi\she-ng
ton	du-n; du\n
tranquil	a-nmi\; da\n; ni/ngji\ng; pi/ngji\ng; xi-ng
tritium	chua-n
twitter	cha-
unemployment	shi-ye\
unusual	fe-icha/ng; she/n; te/; yi\; bu\pi/ngcha/ng; te/shu/
value of a currency	bi\zhi/
vide	qi\/ngka\n
waiting	de\/ngho\u
weaken	ruo\hua\; xue-ruo\; to weaken: jia\/oruo\; shua-ijia\/n
whirl	xua/nzhua\/n; <one's arm lu-n
wine-jar	zu-n
workable	shi\/de; luo\shi/
yell	jia\oha\/n; to yell: hu-jia\o
Balkan	ba-e\/rga-n
Christmas	she\ngda\n
Internet sevice provider	yi-nte\wa\/ngti/go\ngsha-ng
OK	ba
Vietnam conflict	yue\na/nzha\nzhe-ng
accessible	yi\jie-ji\n
administration of justice	si-fa\/
air warfare	ko-ngzha\n
ambassador	da\shi\/
antelope	li/ng; li/ngya/ng
are	shi\
ask about	da\/ting
attain a result	che/ngjiu\
baker	mia\nba-oshi-fu\
batter	lia/nji/
be happy	xi\/
be short of	que-fa/
beech	ju\/mu\
billy goat	di-
blur	me/nglo/ng
boy scout	to/ngzi\/ju-n
bristle	ga-ngma/o
bustling	ca/o
cancel	qu\/xia-o; to cancel: go-u
cascade	xia\/opu\bu\
chain link	lia\nhua/n
child welfare	ba\/oyu\
classroom	jia\oshi\; ke\ta/ng
coexist	go\ngchu\/; to coexist: go\ngzu/n
commodity	huo\wu\; sha-ngpi\/n; huo\
comrade	to/ngzhi\; to/ngba\n; ba\n
consonant	fu\/yi-n; zi\/yi-n
cooked in soy and vinegar	hui\
cow	mu\/niu/; gu\/; niu/
crusaders	shi/zi\ju-n
dainty	ga-oya\/
decide	pa\ndi\ng; to decide: pa\ndua\n; jue/; di\ng; <to do something jue/di\ng
demon	e\mo/; me\i; ya-omo/
development environment	<computer ka-ifa-hua/nji\ng
dirge	a-ige-; a-iyue\
distinguished meeting	she\nghui\
dorsal	she/ge-n
duel	jue/do\u
economic system	ji-ngji\ti\/zhi\
else	bie/de
enjoin	ga\o; ni/ng; zhu\/; zhu\/
ethnic cleansing	zho\/ngzu/qi-ngxi\/
exercise	lia\nxi/; ya\/nxi/; huo/do\ng; xu\nlia\n; to exercise: qu-; ca-o; <a right, etc. xi/ngshi\/
eyeglasses	ya\/nji\ng
fate which brings people together	yua/nfe\n
fiber	xia-nwe/i
finger	sho\/uzhi\/; zhi\/
flexibility	ji-do\ngxi\ng; li/nghuo/xi\ng; she-nsuo-xi\ng
footfault	ca\/ixia\n
forward	xia\ngqia/n; yi\/nya/n; za\iqia/n; qia/nya/n; to forward: <mail zhua\/n
frown	cho/ume/iku\/lia\/n
gather wood	qia/o
giraffe	cha/ngji\/nglu\
go forward	qia/nji\n
grand	gui-; ha/o; ha\o; lo/ng; lo/ngzho\ng; pi-; xio/ngwe\/i
grow in number	ze-ngduo-
hang	gua\; xua/n; yi\; dia\o; xua/ngua\; da-; <a criminal jia\/o; <paper bia\/o; to hang: gua\; <down chui/
have pins and needles	ma/
here	zhe\li\/; zhe\r
hoe or dig	chu/
hot	ta\ng; <of weather re\; <spicy la\
ice age	bi-ngqi-
implicated	qia-nlia/n; qia-nshe\
in the event that	ru/guo\/
indispensable	bu\ke\/que-sha\/o; bi\bu\ke\/sha\/o; bi\xu-
inner principle or structure	li\/
internally installed	ne\ishi\
island nation	da\/oguo/
jump into	tia\oji\n
knit	bia-nzhi-
large-scale	ho-ngho-nglie\lie\
learned	ba\/oxue/; bo/xue/; bo/ya\/; yo\/uxue/we\n
lid	ga\i
lithe	<of woman's walk sha-n
look into	zhui-jiu-; cha/
luxuriant	ma\o; we-i; ba-o; qi-; we\i; <of water plants pi\
make a vow	xua-nshi\
manifesto	xua-nya/n
may after all be accepted as	bu\shi-we/i
merely	zhi\/shi\; bu\guo\; zhi\/
minister of foreign affairs	wa\ijia-obu\zha\/ng
monopolize	la\/n; lo\/ng; lo\/ngdua\n; ba\/chi/; to monopolize: du/la\/n
movie screen	yi/nmu\
narcotic	ma/zui\ji\; fa\ndu/
network environment	wa\/nglu\hua/nji\ng; wa\/ngluo\hua/nji\ng
nod assent	ha\n
not good for	wu/yi\
nuclear arms	he/ju-nbe\i
odor	qi\we\i
one and a half billion	shi/wu\/yi\
oracle	she/nyu\
outrage	shi\/fe\nka\/i; ba\oxi/ng
palm	ba-zha\/ng; sho\/uzha\/ng; zo-ng; zo-nglu
pastor	mu\re/n
pendulum clock	ba\/izho-ng
pet name	a\iche-ng
placid	da\n
point of view	gua-ndia\/n
postscript	fu\bi\/
press	cui-; to press: du-ncu\; ya-; <bell qi\n; <with finger e\n; <with the hand a\n; the press: ba\ojie\; xi-nwe/njie\
profile	wa\ima\o; zo\/ngze/
pry into	kui-
put on display	zha\/nchu-; zha\/nla\/n
rainstorm	ba\ofe-ngyu\/
reason by analogy	le\itui-
refuse would be impolite	que\zhi-bu\go-ng
renounce	be\iqi\; to renounce: fa\ngqi\
response	yi\ngdui\; fa\/nyi\ng; fa\/nyi\ng
right-wing	<politically yo\uyi\
rouse	zhe\n; hua\nxi\/ng; to rouse: gu\/
safety and danger	a-nwe-i
scented tea	hua-cha/
secret service	te\go-ng
seniority	pa/iha/ng
shack	pe/ngzi
short step	kui\/
silly	ha-n; yu/chu\/n; hu/tu; be\n
slave-girl	bi\nu\/
snarl	nu\ho\/u
sorrowful	ce\; qi-; a-icho/u; be-ia-i; be-isha-ng; be-ito\ng
specimin	ya\ngbe\/n
squeak	zi-zi-she-ng
statesman	che/n; zhe\ngzhi\jia-
stockings	wa\; wa\zi
strongly	<as of emotion zhe\/n
suit of clothes	xi/
suspension	<car xua/ngua\
take a wrong step in life	shi-zu/
task	ke\ti/; re\nwu; zuo\ye\; go-ngzuo\; to task: pa\ige\/igo-ngzuo\
tenement	zhu\zha/i
thicken	bia\nho\u
tickle	sa-oya\/ng; to tickle: ya\/ng; ya\/ngyang
top notch	ba/jia-ner
transmission	chua/nshu-
true features	be\/nla/imia\nmu\
ugly	cho\/u; cho\/u
unhandy	bu\de/ji\n
upload	sha\ngza\i
vase	hua-pi/ng
vineyard	pu/ta/oyua/n
wall paper	bia\/ohu/
weeding tool	ya/o
white man and woman	ba/ire/n
wisdom	zhi\; zhi\hui\
worn out	bi\; po\
young melon	die/
Book of Hosea	he/xi-a-shu-
Earth's crust	di\qia\o
Java	<programming language zhua\/wa-
Ramadan	<Muslim month of fasting zha-iyue\
World Bank	shi\jie\yi/nha/ng
account books	bu\ji/
advanced research	ga-oji/ya/njiu-
ale	ma\ijiu\/
ampere	a-npe/i
any other	re\nhe/qi/ta-
armed escort	<of travellers or merchants' caravans bia-oke\
assertion	dua\nya/n
auspicious	xia/ng; zhe-n; rui\
bamboo rain hat	li\
be a visitor	<at a meeting, class, trial, etc pa/ngti-ng
be in full swing	zha\/nka-i
be unable to bear or support	chi-buzhu\
beginning period	chu-qi-
birthday noodles	<for longevity sho\umia\n
bomber	<aircraft ho-ngzha\ji-
branching stream	cha\
broth	jia-ng; qi-ngta-ng
by every means	ba\/iba-n
canon	dia\/n
casulties	sho\uha\izhe\/
change into	bia\nche/ng
chop	zhuo/; pi-; zha\/n; to chop: ka\/n; <meat duo\
client	gu\ke\; ke\hu\; <computer ke\hu\ji-
collect and record	ca\/ilu\
communications network	to-ngxi\nwa\/ngluo\
conciliatory	he/jie\/
constructiveness	jia\nshe\xi\ng
copybook	<for calligraphy zi\tie\
crash	<plane zhui\hui\/; fe\/nsui\
cultivated field	yu/; cho/u
dare	ga\/n
decompose	shua-iluo\
depend	ji\
diameter	zhi/ji\ng; ji\ng
discard as worthless	ba\ofe\i
dive	qia/nshui\/
drag	ji\/; ye\; ye\; zhua\i; to drag: la-
dust pan	bo\
effective	yo\/uxia\o; li/ng
embroidery	ci\xiu\pi\/n; zhi\/
enter a country	ru\ji\ng
evening meal	bu-; wa\/nca-n
expansive	<of water ma\/ng
factory owner	cha\/ngzhu\/
fearful	chu\; ti\
fifteenth	di\shi/wu\/
firm	ga-ngqia/ng; guo\/dua\n; jia-ndi\ng; jia-ngu\; jia-njue/; la/o; la/ogu\; pa/n; we\/njia\n; bi\li/n; cha\/ngsha-ng; ga-ng; qi\/ye\
flourish	hui\; xi-ng; xi-ngshe\ng; cha-ng; to flourish: wa\ng; xi-ngwa\ng
for the past many years	duo-nia/nla/i
fox	hu/
function	go-ngne/ng; ha/nshu\; ji-ne/ng; xi\ngne/ng
general mobilization	<for war, etc zo\/ngdo\ngyua/n
give lesons	sho\uke\
go to work	sha\ngba-n
grate	lu/jia\
guesmthouse	bi-ngua\/n
hard drive	yi\ngci/pa/n
he	ta-; yi-
heterosexual	yi\xi\ng
hold the rudder	ba\/duo\
hover	a/oxia/ng; pa/ihua/i; a/o; to hover: te/ng
identifier	shi/bie/ha\o; shi/bie/ma\/
improve	ga\/ilia/ng; ha\/ozhua\/n; to improve: ga\/iji\n
in total	zo\/nggo\ng
industry mogol	go-ngye\deju\to/u
inseparable	bu\ke\/fe-nli/; <as form and shadow xi/ngyi\/ngbu\li/
intervene	jie\ru\; ga-nyu\
it is thus clear	ke\/jia\n
justice	yi\; zhe\ngyi\
koulkun mountains	lu/n
latch	me/nshua-n
leaven	jia\omu\/
lift	ju\/qi\/; a/ng; to lift: ju\/; qia\o; ta/i; yu/; <cover xia-n; <restrictions ka-ifa\ng
lizard	xi-yi\
lorry	za\ihuo\qi\che-
magic emanation	yi-n
make into	hua\
many kinds	shu\zho\/ng
measurement	du\lia\nghe/ng; chi\/cun
meter	bia\/o; go-ngchi\/
misfortune	bu\xi\ng; hua\n; bia\ngu\
moraine	qi\
multicolored clouds	we/n
nationalist feelings	mi/nzu/zhu\/yi\qi/ngxu\
never	co/ngla/ibu\; <if used in negative sentence co/ngla/i; <have done smth bu\ce/ng
nonalignment	bu\jie/me/ng
not mind doing smth	bu\ya\n
number four	di\si\
offering	fe\ngxia\n
one's duty	be\/nfe\n
ordinary copper telephone line	cha/nggui-to/ngdia\nhua\xia\n
overage	cha-oli/ng
papa	ba\
patrol boat	xu/nluo/ti\/ng
per capita	re/nto/u; re/nju-n
phosphine	li\n
planing machine operator	ba\ogo-ng
policy of nonresistance	bu\di\/ka\ngzhu\/yi\
pout	jue-
pretty close	ba-jiu\/bu\li/shi/; bu\da\li/er
prominent	tu-chu-; xia\/n
publicize	xua-nchua/n; zha-ngya/ng
qualified	he/ge/
ranges of hills	li/n; xu/n
recent years	ji\nnia/n; zui\ji\nji\/nia/n
regular	to-ngcha/ng; zhe\ngcha/ng; gu\di\ng; dua-n
repercussions	fa\/nxia\/ng
results	<of an investigation, poll dia\ocha/jie/guo\/
rise	sha\ngshe-ng; sha\ngzha\/ng; she-ngqi\/; to rise: qi\/; te/ng; she-ngji/; chu-
rubicene	<chem. ru/
samarium	sha-n
scientific	ke-xue/
seduce	go-uyi\/n
seperate out	xi-chu-
share everything	bu\fe-nbi\/ci\/
shoulder pole	bia\/nda-n
since	ji\; zi\; da\/; <a previous event yi\/la/i; <a time zi\co/ng
slightly	lue\
so much so that	she\nhuo\
sound-absorbing	xi-yi-n
sperm	ji-ngzi\/
stage lighting	de-nggua-ng
steadily deteriorate	me\/ikua\ngyu\xia\
stopwatch	pa\/obia\/o
stumbling block	ba\njia\/oshi/
summon	zha\o
sweet potato	ba/ishu\/
take into consideration	gu\; gu\ji/
teacher	jia\oshi-; jia\oyua/n; la\/oshi-
terrific job	me\/icha-ishi\
third party	di\sa-nfa-ng
time division multiplexing	fe-nshi/duo-go-ng
total absence of justice	a\nwu/tia-nri\
transport under guard	jie\
try to persuade	qua\n
unauthorized	sha\nzi\
universe	zho\u; yu\/
upwards	xia\ngsha\ngdi\
venerate	ji\ng
virtuous	yo\/ude/xi/ng; tia\/n; yi\
warm oneself	<by a fire, etc. qu\/nua\/n
well-behaved	gui-ju
wholesome	yo\/uyi\
withered and fallen	li/ngluo\
wrap around	guo\/
zirconium	ga\o
Buddhism	fo/jia\o; fo/
Finnish language	fe-nla/nyu\/
London	<capital of England lu/ndu-n
Senate	ca-nyi\yua\n
abide	sho\/uho\u
acquaintance	shu/re/n; shu/zhi-; xia-ngshi\
affect	bo-ji/; to affect: ga\/n; gua-nxi
all over the place	si\chu\
ancient Greek language	gu\/zi-la\yu\/
apparently	ka\nlai; si\hu
arrangement of ideas	ce/ngci\
astonishing	ji-ngre/n; ke\/ji-ng
avail of	che/ng
banner	fa-n; ji-ng; qi/
be away for the summer holidays	bi\shu\/
be juxtaposed	bi\nglie\
be utterly defeated	ba\iji-
bench	cha/ngyi-; de\ng
blackberry	he-ime/izi
booming	<economy fa/nro/ng
break off	jue-; dua\njue/; to break off: zho-ngdua\n
buckwheat	qia/o
cadmium	ge/
captivating	ya-n
cause	shi\ye\; yi-n; yo/u; yua/nyi-n; zhi\shi\/; yua/ngu\; yua/nyo/u; gu\; to cause: bi\/
characteristic	te\se\; <feature te\dia\/n
cigar	xue\/jia-ya-n
clone	ke\lo/ng
column	yua/nzhu\
compare	bi\/jia\o; bi\/ni\/; to compare: bi\/
confess	cha\nhui\/; to confess: ta\/nba/i
content	a-n; ne\iro/ng
correspond with	fu/he/
creativeness	chua\ngza\oxi\ng; ca/isi-
currency	huo\bi\; bi\
data network	shu\ju\wa\/ngluo\
deepgoing	she-nke\
derogatory sense	bia\/nyi\
difference	cha-; cha-bie/; cha-yi\; fe-nbie/; qu-bie/; <of opinion, position fe-nqi/
disease	da-n; bi\ngzhe\ng; cuo/; ji/bi\ng; zhe\ng; ji/; bi\ng
do a sum in writing	bi\/sua\n
drawing	bi\ngtia/o; hui\hua\; tu/hua\
each other	bi\/ci\/; hu\xia-ng; xia-ng; xia-nghu\
eight-day	ba-tia-n
emptied	ko\ng
enumerate	lie\ju\/; to enumerate: ju\/
everywhere and all directions	si\chu\
explain	bia\njie\/; qua/n; shi\; to explain: jia\/ngjie\/; shuo-mi/ng; jie\/shi\; jia\/ng; jie\/; she-n; che/n
faithful	zho-ngshi/; che/n
feel anxiously	zha/oji/
file attribute	da\nga\nshu\/xi\ng
fish bones	ge\/ng
fluke	zhi\
foreground	qia/nji\/ng
framework	gu\/jia\; kua\ngjia\
furrow	qi/
geological depression	a\oxia\n
gizzard	zhe-n; zhu-n
golden oriole	yi-ng
great celebration	hua-nte/ng
guts	da\/n
harmonious	he/xie/; ro/ng; tia/ohe/; xie/; xie/; yo-ng; <of music jie-
heart and soul	qua/nxi-nqua/nyi\
high degree	ga-odu\
homesick	xia\/ngjia-
human race	re/nle\i
illicit	a\ime\i
in all places	da\ochu\
incense tripod	na\i
infest	ra\/olua\n
institute	xue/hui\
invade and attack	qi-nxi/
ivy	cha/ngchu-nte/ng
keep out	ta/ng
lady in the moon	zha-ng; the lady in the moon: cha/ng
laugh at	chi-; kui-
legislative council	li\fa\/hui\
lightning arrester	bi\le/iqi\
locust	hua/ng; hua/ngcho/ng
loudly	ga-oshe-ng
mail order	ha/ngo\u
make reasonable	shu\n
mark up	bia-oji\
medical specialist	yi-xue/zhua-njia-
midnight	ba\nye\; wu\/ye\
mix	cha-n; hu\nza/; to mix: ba\n; hu\n; hu\nhe/; jia\/odo\/ng; jia\/ohun; <of powders sa\/n; <up jia\/ohuo\
mortgage	di\/ya/; di\/
multiuser	duo-yo\nghu\
naval base	ju-nga\/ng
newspaper	ba\ozhi\/; ba\o
northeast	do-ngbe\/i; do-ngbe\/ifa-ng
not so	bu\ra/n
nymph of louse	ji\/
oil recovery	ca\/iyo/u
only proper course to take	bu\e\rfa\/me/n
originally	yua/nbe\/n; be\/nla/i; da-ngchu-
overpower	ya-da\/o; to overpower: da\/ba\i
parched	yua-n; za\o
pay back	cha/ng; hua/n
perfume	xia-ngshui\/
pictorial	<magazine hua\ba\o
play Chinese finger game	hua/
pollen	hua-fe\/n
pray	da\/o; qi/; to pray: qi/da\/o; zuo\da\/oga\o
priesmthood	she\ngzhi/
proper noun	zhua-nyo\/umi/ngci/
pumpkin	na/ngua-
quick at hearing	co-ng
rate of consumption	xia-oha\olia\ng
recompense	ba\ocha/ng; ba\o; to recompense: cha/ng
relate to	yo\/ugua-n
repress	mi\/; cuo\; cui-
return to China	<e.g. Hong Kong hui/gui-zho-ngguo/
